date,region,resource_type,usage_cpu,usage_storage,users_active,service,economic_index,cloud_market_demand,holiday,cpu_total,storage_allocated,cpu_utilization,storage_efficiency,day_of_week,day_of_month,month,quarter,week_of_year,usage_cpu_lag1,usage_cpu_lag7,usage_cpu_lag30,usage_storage_lag1,usage_storage_lag7,usage_storage_lag30,users_active_lag1,users_active_lag7,users_active_lag30,usage_cpu_rolling_mean_7,usage_cpu_rolling_std_7,usage_storage_rolling_mean_7,usage_storage_rolling_std_7,users_active_rolling_mean_7,users_active_rolling_std_7
2023-03-11,Southeast Asia,Container,66,1435,382,Container,108.14,0.88,1,100,2000,0.66,0.7214680744092509,5,11,3,1,10,67.0,51.0,64.0,561.0,810.0,918.0,344.0,426.0,359.0,81.14285714285714,11.156889820921883,1137.7142857142858,490.69532783785974,428.14285714285717,54.99220724014321
2023-03-11,North Europe,Container,81,850,487,Container,108.14,0.88,1,100,2000,0.81,0.43016194331983804,5,11,3,1,10,72.0,64.0,84.0,1188.0,996.0,1631.0,208.0,203.0,425.0,71.14285714285714,14.484803202305645,1008.0,159.00314462299198,368.85714285714283,108.91040441792592
2023-03-11,North Europe,Storage,61,1269,468,Storage,108.14,0.88,1,100,2000,0.61,0.6461303462321792,5,11,3,1,10,55.0,72.0,54.0,553.0,863.0,1186.0,246.0,238.0,248.0,64.71428571428571,10.094788848943955,901.8571428571429,344.4727510130182,338.0,99.0134670974947
2023-03-11,North Europe,VM,99,648,363,VM,108.14,0.88,1,100,2000,0.99,0.324974924774323,5,11,3,1,10,90.0,86.0,68.0,1252.0,1694.0,1492.0,458.0,382.0,441.0,80.0,15.297058540778343,1096.857142857143,470.53991278510006,317.2857142857143,118.39723291489877
2023-03-11,West US,Container,90,668,416,Container,108.14,0.88,1,100,2000,0.9,0.3363544813695871,5,11,3,1,10,83.0,94.0,59.0,1324.0,1621.0,1356.0,417.0,330.0,345.0,77.0,11.832159566199207,1106.5714285714287,430.53139921994773,374.2857142857143,59.60065515779245
2023-03-11,Southeast Asia,VM,81,1391,425,VM,108.14,0.88,1,100,2000,0.81,0.7011088709677419,5,11,3,1,10,84.0,78.0,82.0,1543.0,1481.0,1130.0,440.0,409.0,348.0,79.85714285714286,12.239670085812092,1292.0,395.1704273685809,354.7142857142857,88.94139322369223
2023-03-11,West US,Storage,85,1905,277,Storage,108.14,0.88,1,100,2000,0.85,0.9689725330620549,5,11,3,1,10,94.0,84.0,85.0,1889.0,1119.0,1583.0,306.0,387.0,366.0,89.28571428571429,5.023753102820244,1574.0,400.3319455984834,346.42857142857144,79.3512384756473
2023-03-11,West US,VM,89,1420,248,VM,108.14,0.88,1,100,2000,0.89,0.7150050352467271,5,11,3,1,10,57.0,66.0,99.0,1833.0,1682.0,1163.0,442.0,351.0,218.0,75.42857142857143,14.269514624508005,1284.857142857143,362.30577719721265,385.14285714285717,84.72392139852151
2023-03-11,Southeast Asia,Storage,60,1021,470,Storage,108.14,0.88,1,100,2000,0.6,0.5238583889173936,5,11,3,1,10,91.0,82.0,66.0,918.0,515.0,1161.0,377.0,307.0,492.0,74.71428571428571,20.039247205706822,887.1428571428571,161.01804098861,391.42857142857144,91.25578911838431
2023-03-11,East US,Container,66,1746,335,Container,108.14,0.88,1,100,2000,0.66,0.8751879699248121,5,11,3,1,10,56.0,79.0,76.0,1063.0,871.0,1816.0,459.0,302.0,267.0,70.57142857142857,12.699831269970232,1180.4285714285713,435.06086054821355,371.0,77.4295378607759
2023-01-12,East US,Storage,82,763,252,Storage,100.68,0.86,0,100,2000,0.82,0.3830321285140562,3,12,1,1,2,59.0,75.0,93.0,1491.0,1009.0,1767.0,419.0,395.0,330.0,64.57142857142857,10.047506205640309,1157.857142857143,442.4324538169374,345.42857142857144,100.25277576017058
2023-01-12,East US,Container,93,504,302,Container,100.68,0.86,0,100,2000,0.93,0.25263157894736843,3,12,1,1,2,66.0,83.0,86.0,1746.0,1123.0,1146.0,335.0,451.0,220.0,72.0,14.730919862656217,1092.0,505.8306699545474,349.7142857142857,72.06643760150372
2023-01-12,West US,VM,53,1273,246,VM,100.68,0.86,0,100,2000,0.53,0.6409869083585096,3,12,1,1,2,89.0,67.0,58.0,1420.0,1243.0,666.0,248.0,426.0,473.0,73.42857142857143,16.46063124404351,1289.142857142857,361.9053414782328,359.42857142857144,96.72272594527983
2023-01-12,West US,Storage,84,1322,343,Storage,100.68,0.86,0,100,2000,0.84,0.6724313326551373,3,12,1,1,2,85.0,90.0,53.0,1905.0,1959.0,1100.0,277.0,241.0,213.0,88.42857142857143,5.380741673076462,1483.0,369.4378612613136,361.0,64.7945470956726
2023-01-12,West US,Container,62,869,323,Container,100.68,0.86,0,100,2000,0.62,0.4375629405840886,3,12,1,1,2,90.0,70.0,99.0,668.0,1053.0,1276.0,416.0,312.0,252.0,75.85714285714286,12.954131534360888,1080.2857142857142,439.86312806209577,375.85714285714283,57.802619812105874
2023-01-12,North Europe,Storage,68,1581,428,Storage,100.68,0.86,0,100,2000,0.68,0.804989816700611,3,12,1,1,2,61.0,58.0,96.0,1269.0,924.0,1455.0,468.0,328.0,463.0,66.14285714285714,9.685531674075772,995.7142857142857,430.3195379737078,352.2857142857143,104.39781971815675
2023-01-12,East US,VM,92,943,300,VM,100.68,0.86,0,100,2000,0.92,0.47339357429718876,3,12,1,1,2,54.0,60.0,96.0,849.0,1202.0,1457.0,207.0,455.0,250.0,83.14285714285714,14.392458342578488,1184.857142857143,451.913866635162,313.42857142857144,98.77728676650504
2023-01-12,North Europe,Container,75,616,478,Container,100.68,0.86,0,100,2000,0.75,0.3117408906882591,3,12,1,1,2,81.0,51.0,96.0,850.0,1071.0,534.0,487.0,247.0,405.0,74.57142857142857,11.44344270542658,943.0,212.84266489592756,401.85714285714283,100.50610026498974
2023-01-12,Southeast Asia,VM,58,1512,328,VM,100.68,0.86,0,100,2000,0.58,0.7620967741935484,3,12,1,1,2,81.0,78.0,66.0,1391.0,1620.0,1911.0,425.0,209.0,201.0,77.0,14.809906594348687,1276.5714285714287,382.12295453289977,371.7142857142857,64.44820733404032
2023-01-12,Southeast Asia,Storage,50,1301,295,Storage,100.68,0.86,0,100,2000,0.5,0.6675218060543868,3,12,1,1,2,60.0,99.0,55.0,1021.0,731.0,1065.0,470.0,476.0,305.0,67.71428571428571,18.652205282613682,968.5714285714286,206.5767469512301,365.57142857142856,88.91167366710461
2023-01-12,North Europe,VM,91,1156,319,VM,100.68,0.86,0,100,2000,0.91,0.5797392176529589,3,12,1,1,2,99.0,90.0,51.0,648.0,691.0,1863.0,363.0,216.0,291.0,80.14285714285714,15.410262505103216,1163.2857142857142,435.1887384747429,332.0,109.7998178504865
2023-01-12,Southeast Asia,Container,97,987,436,Container,100.68,0.86,0,100,2000,0.97,0.4962292609351433,3,12,1,1,2,66.0,77.0,53.0,1435.0,1214.0,1202.0,382.0,446.0,417.0,84.0,12.409673645990852,1105.2857142857142,492.31179628554975,426.7142857142857,54.57934372915054
2023-02-12,Southeast Asia,Container,75,1413,236,Container,91.92,0.95,1,100,2000,0.75,0.7104072398190046,6,12,2,1,6,97.0,89.0,96.0,987.0,1916.0,1509.0,436.0,498.0,393.0,82.0,12.596295751794118,1033.4285714285713,377.60466855467445,389.2857142857143,80.9911811777766
2023-02-12,Southeast Asia,Storage,57,1774,375,Storage,91.92,0.95,1,100,2000,0.57,0.9102103642893792,6,12,2,1,6,50.0,51.0,67.0,1301.0,654.0,1268.0,295.0,472.0,277.0,68.57142857142857,17.87789270633,1128.5714285714287,323.1624241475988,351.7142857142857,76.2117976119058
2023-02-12,North Europe,VM,61,669,208,VM,91.92,0.95,1,100,2000,0.61,0.33550651955867605,6,12,2,1,6,91.0,52.0,81.0,1156.0,627.0,1664.0,319.0,217.0,414.0,81.42857142857143,12.830395458404514,1169.2857142857142,426.7707090408597,330.7142857142857,111.41172033754547
2023-02-12,East US,Container,96,1612,267,Container,91.92,0.95,1,100,2000,0.96,0.8080200501253133,6,12,2,1,6,93.0,86.0,56.0,504.0,779.0,1348.0,302.0,380.0,283.0,73.42857142857143,16.67190393903409,1211.0,517.7663565740824,333.57142857142856,76.66128345489909
2023-02-12,West US,VM,63,1880,297,VM,91.92,0.95,1,100,2000,0.63,0.94662638469285,6,12,2,1,6,53.0,80.0,90.0,1273.0,1622.0,1188.0,246.0,387.0,347.0,71.0,16.583123951777015,1326.0,411.2302680169997,346.57142857142856,98.41384919962083
2023-02-12,West US,Storage,60,1451,322,Storage,91.92,0.95,1,100,2000,0.6,0.7380467955239064,6,12,2,1,6,84.0,82.0,71.0,1322.0,1639.0,975.0,343.0,390.0,262.0,85.28571428571429,12.051476890327418,1456.142857142857,362.98412663706995,351.2857142857143,64.81952968489844
2023-02-12,West US,Container,77,1718,425,Container,91.92,0.95,1,100,2000,0.77,0.865055387713998,6,12,2,1,6,62.0,70.0,89.0,869.0,1427.0,1060.0,323.0,360.0,456.0,76.85714285714286,12.69420565229887,1121.857142857143,489.08909500942985,385.14285714285717,60.009523053785855
2023-02-12,North Europe,Storage,64,539,224,Storage,91.92,0.95,1,100,2000,0.64,0.2744399185336049,6,12,2,1,6,68.0,74.0,68.0,1581.0,1065.0,1841.0,428.0,257.0,231.0,64.71428571428571,9.050124966251197,920.5714285714286,461.03356968983616,347.57142857142856,110.01190411777738
2023-02-12,North Europe,Container,54,1918,425,Container,91.92,0.95,1,100,2000,0.54,0.9706477732793523,6,12,2,1,6,75.0,52.0,79.0,616.0,1185.0,784.0,478.0,479.0,485.0,74.85714285714286,10.79241356121004,1047.7142857142858,425.6597680016731,394.14285714285717,95.54829245191236
2023-02-12,East US,Storage,84,1280,319,Storage,91.92,0.95,1,100,2000,0.84,0.642570281124498,6,12,2,1,6,82.0,55.0,75.0,763.0,598.0,655.0,252.0,432.0,248.0,68.71428571428571,11.338934190276806,1255.2857142857142,367.3126344526848,329.2857142857143,92.81112412800937
2023-02-12,East US,VM,73,502,359,VM,91.92,0.95,1,100,2000,0.73,0.2520080321285141,6,12,2,1,6,92.0,77.0,78.0,943.0,657.0,562.0,300.0,245.0,349.0,82.57142857142857,14.751916743903065,1162.7142857142858,484.6967142058061,329.7142857142857,94.93807505547021
2023-02-12,Southeast Asia,VM,73,1647,237,VM,91.92,0.95,1,100,2000,0.73,0.8301411290322581,6,12,2,1,6,58.0,99.0,65.0,1512.0,1811.0,1947.0,328.0,350.0,218.0,73.28571428571429,11.19098276462324,1253.142857142857,347.3396169799952,355.57142857142856,82.43554480695245
2023-03-12,North Europe,Storage,70,1920,348,Storage,102.27,1.13,1,100,2000,0.7,0.9775967413441955,6,12,3,1,10,64.0,79.0,94.0,539.0,502.0,1505.0,224.0,341.0,235.0,63.42857142857143,7.114706432387003,1123.142857142857,549.5029355612912,348.57142857142856,109.97402290671062
2023-03-12,West US,Container,88,996,467,Container,102.27,1.13,1,100,2000,0.88,0.5015105740181269,6,12,3,1,10,77.0,93.0,95.0,1718.0,1762.0,1741.0,425.0,465.0,301.0,76.14285714285714,11.739230119966265,1012.4285714285714,399.47542984221104,385.42857142857144,60.45620217109556
2023-03-12,Southeast Asia,VM,56,1162,435,VM,102.27,1.13,1,100,2000,0.56,0.5856854838709677,6,12,3,1,10,73.0,86.0,52.0,1647.0,931.0,572.0,237.0,392.0,335.0,69.0,11.254628677422708,1286.142857142857,321.65635315319,361.7142857142857,87.07413371320315
2023-03-12,Southeast Asia,Storage,81,702,455,Storage,102.27,1.13,1,100,2000,0.81,0.36018471010774755,6,12,3,1,10,57.0,95.0,82.0,1774.0,1084.0,1593.0,375.0,339.0,395.0,66.57142857142857,14.976171549688997,1074.0,361.8779720660914,368.2857142857143,85.08175340168273
2023-03-12,Southeast Asia,Container,71,1161,434,Container,102.27,1.13,1,100,2000,0.71,0.583710407239819,6,12,3,1,10,75.0,86.0,62.0,1413.0,560.0,1060.0,236.0,397.0,329.0,79.85714285714286,13.069411762184389,1119.2857142857142,315.1855084896903,394.57142857142856,82.76645283135987
2023-03-12,West US,Storage,81,1745,318,Storage,102.27,1.13,1,100,2000,0.81,0.887589013224822,6,12,3,1,10,60.0,93.0,88.0,1451.0,1196.0,958.0,322.0,471.0,479.0,83.57142857142857,11.616900660347467,1534.5714285714287,356.6631731026059,329.42857142857144,37.951096351564274
2023-03-12,West US,VM,98,1387,321,VM,102.27,1.13,1,100,2000,0.98,0.6983887210473313,6,12,3,1,10,63.0,98.0,56.0,1880.0,976.0,1897.0,297.0,444.0,324.0,71.0,16.583123951777015,1384.7142857142858,381.1717523137107,329.0,88.61151166750287
2023-03-12,East US,Container,93,1811,373,Container,102.27,1.13,1,100,2000,0.93,0.9077694235588972,6,12,3,1,10,96.0,81.0,74.0,1612.0,1562.0,1269.0,267.0,228.0,490.0,75.14285714285714,18.133105740868647,1246.5714285714287,553.2380009672921,354.2857142857143,61.46466270878547
2023-03-12,East US,Storage,74,1289,412,Storage,102.27,1.13,1,100,2000,0.74,0.6470883534136547,6,12,3,1,10,84.0,62.0,62.0,1280.0,1664.0,1008.0,319.0,473.0,453.0,70.42857142857143,11.05828713163635,1201.7142857142858,322.3640355693725,320.57142857142856,78.88780459795869
2023-03-12,East US,VM,58,987,323,VM,102.27,1.13,1,100,2000,0.58,0.4954819277108434,6,12,3,1,10,73.0,91.0,60.0,502.0,1045.0,1149.0,359.0,450.0,277.0,77.85714285714286,16.747423398128753,1154.4285714285713,487.5318304626743,311.57142857142856,78.90047981023756
2023-03-12,North Europe,VM,90,1442,217,VM,102.27,1.13,1,100,2000,0.9,0.7231695085255767,6,12,3,1,10,61.0,79.0,91.0,669.0,1420.0,787.0,208.0,264.0,366.0,83.0,13.152946437965888,1172.4285714285713,428.99994449994097,324.0,117.35984548955982
2023-03-12,North Europe,Container,57,801,437,Container,102.27,1.13,1,100,2000,0.57,0.40536437246963564,6,12,3,1,10,54.0,79.0,89.0,1918.0,823.0,852.0,425.0,345.0,363.0,71.71428571428571,12.459458063579463,1044.5714285714287,427.6719370198211,407.2857142857143,93.97644081668238
2023-01-13,East US,VM,50,1795,388,VM,94.56,1.01,0,100,2000,0.5,0.9011044176706827,4,13,1,1,2,58.0,83.0,93.0,987.0,1275.0,661.0,323.0,413.0,401.0,73.14285714285714,19.4801486256186,1228.7142857142858,545.1741967132201,308.0,73.95494123676471
2023-01-13,Southeast Asia,Storage,79,856,222,Storage,94.56,1.01,0,100,2000,0.79,0.4391995895330939,4,13,1,1,2,81.0,56.0,66.0,702.0,998.0,891.0,455.0,227.0,362.0,69.85714285714286,14.792211592913471,1053.7142857142858,370.7203412662591,367.57142857142856,86.47515470325781
2023-01-13,East US,Storage,88,1203,268,Storage,94.56,1.01,0,100,2000,0.88,0.6039156626506024,4,13,1,1,2,74.0,57.0,85.0,1289.0,1444.0,769.0,412.0,278.0,470.0,74.85714285714286,10.99133858133411,1167.2857142857142,304.55252107844774,319.14285714285717,79.87162318668744
2023-01-13,East US,Container,71,1360,446,Container,94.56,1.01,0,100,2000,0.71,0.681704260651629,4,13,1,1,2,93.0,66.0,57.0,1811.0,1455.0,1985.0,373.0,372.0,414.0,75.85714285714286,17.808505191139904,1233.0,548.4171161928966,364.85714285714283,70.69047218078865
2023-01-13,West US,VM,52,1599,353,VM,94.56,1.01,0,100,2000,0.52,0.8051359516616314,4,13,1,1,2,98.0,68.0,89.0,1387.0,1080.0,1219.0,321.0,286.0,436.0,68.71428571428571,18.09893445955947,1458.857142857143,362.0172318971519,338.57142857142856,86.79258252265788
2023-01-13,West US,Storage,65,1958,285,Storage,94.56,1.01,0,100,2000,0.65,0.9959308240081384,4,13,1,1,2,81.0,86.0,67.0,1745.0,1531.0,1378.0,318.0,399.0,252.0,80.57142857142857,13.451854182690994,1595.5714285714287,390.8289724601878,313.14285714285717,25.556659741500958
2023-01-13,West US,Container,78,1743,268,Container,94.56,1.01,0,100,2000,0.78,0.877643504531722,4,13,1,1,2,88.0,72.0,73.0,996.0,542.0,716.0,467.0,308.0,451.0,77.0,11.60459679035278,1184.0,421.0815439634786,379.7142857142857,70.11351340436991
2023-01-13,North Europe,VM,96,1508,293,VM,94.56,1.01,0,100,2000,0.96,0.7562688064192578,4,13,1,1,2,90.0,73.0,94.0,1442.0,1163.0,1564.0,217.0,216.0,356.0,86.28571428571429,13.111245627504706,1221.7142857142858,447.1691381292298,335.0,108.85004976265904
2023-01-13,North Europe,Storage,95,1457,403,Storage,94.56,1.01,0,100,2000,0.95,0.7418533604887984,4,13,1,1,2,70.0,54.0,64.0,1920.0,647.0,564.0,348.0,476.0,208.0,69.28571428571429,12.724180205607079,1238.857142857143,516.8398941553144,338.14285714285717,98.76643925853315
2023-01-13,North Europe,Container,65,717,238,Container,94.56,1.01,0,100,2000,0.65,0.36285425101214575,4,13,1,1,2,57.0,89.0,73.0,801.0,865.0,1652.0,437.0,427.0,335.0,68.28571428571429,9.961831921795083,1023.4285714285714,441.4649314660065,380.2857142857143,112.6613129187274
2023-01-13,Southeast Asia,VM,85,1812,453,VM,94.56,1.01,0,100,2000,0.85,0.9133064516129032,4,13,1,1,2,56.0,60.0,73.0,1162.0,935.0,1586.0,435.0,410.0,338.0,72.57142857142857,11.872336794093235,1411.4285714285713,332.6974887906715,367.85714285714283,92.40207171456103
2023-01-13,Southeast Asia,Container,59,1623,489,Container,94.56,1.01,0,100,2000,0.59,0.8159879336349924,4,13,1,1,2,71.0,92.0,84.0,1161.0,941.0,788.0,434.0,460.0,460.0,75.14285714285714,13.885586909076746,1216.7142857142858,353.91793506673923,398.7142857142857,87.19463723133875
2023-02-13,East US,VM,97,1472,483,VM,109.15,1.03,0,100,2000,0.97,0.7389558232931727,0,13,2,1,7,50.0,97.0,77.0,1795.0,1562.0,1636.0,388.0,369.0,313.0,73.14285714285714,19.4801486256186,1215.857142857143,537.0041677589442,324.2857142857143,98.20338467641915
2023-02-13,West US,VM,78,614,385,VM,109.15,1.03,0,100,2000,0.78,0.30916414904330314,0,13,2,1,7,52.0,69.0,88.0,1599.0,820.0,1299.0,353.0,463.0,465.0,70.0,18.43908891458579,1429.4285714285713,425.42561321687305,327.42857142857144,71.88151626776092
2023-02-13,West US,Storage,52,1563,239,Storage,109.15,1.03,0,100,2000,0.52,0.7950152594099695,0,13,2,1,7,65.0,95.0,59.0,1958.0,899.0,661.0,285.0,341.0,286.0,74.42857142857143,15.436505896274392,1690.4285714285713,248.108751117233,298.57142857142856,34.52949050139185
2023-02-13,West US,Container,76,1812,461,Container,109.15,1.03,0,100,2000,0.76,0.9123867069486404,0,13,2,1,7,78.0,61.0,77.0,1743.0,970.0,1701.0,268.0,342.0,207.0,79.14285714285714,9.31716286267033,1304.2857142857142,467.46932672483626,396.7142857142857,73.77604463445273
2023-02-13,East US,Container,99,1563,423,Container,109.15,1.03,0,100,2000,0.99,0.7834586466165413,0,13,2,1,7,71.0,56.0,50.0,1360.0,535.0,1787.0,446.0,372.0,254.0,82.0,17.22401424368509,1379.857142857143,461.03052269577876,372.14285714285717,74.09549822454028
2023-02-13,Southeast Asia,Container,56,632,434,Container,109.15,1.03,0,100,2000,0.56,0.3177476118652589,0,13,2,1,7,59.0,91.0,83.0,1623.0,1337.0,595.0,489.0,470.0,287.0,70.14285714285714,13.52070722297925,1116.0,409.87111795457514,393.57142857142856,83.26235072119361
2023-02-13,Southeast Asia,Storage,76,921,387,Storage,109.15,1.03,0,100,2000,0.76,0.47255002565418164,0,13,2,1,7,79.0,71.0,82.0,856.0,804.0,1506.0,222.0,379.0,463.0,70.57142857142857,14.976171549688999,1070.4285714285713,360.0698344964291,368.7142857142857,86.70392971815879
